Yr,Mn,Date,date_year,CO2,seasonally adjusted,fit,seasonally adjusted fit,CO2 filled,seasonally adjusted filled,Sta
1998,5,35930,1998.3699,369.19,366.01,369.31,366.13,369.19,366.01, MLO
1998,6,35961,1998.4548,368.77,366.35,368.79,366.4,368.77,366.35, MLO
1998,7,35991,1998.537,367.53,366.78,367.35,366.64,367.53,366.78, MLO
1998,8,36022,1998.6219,365.67,367.13,365.38,366.87,365.67,367.13, MLO
1998,9,36053,1998.7068,363.8,367.08,363.8,367.09,363.8,367.08, MLO
1998,10,36083,1998.789,364.13,367.51,363.92,367.28,364.13,367.51, MLO
1998,11,36114,1998.874,365.36,367.47,365.37,367.46,365.36,367.47, MLO
1998,12,36144,1998.9562,366.87,367.73,366.76,367.61,366.87,367.73, MLO
1999,1,36175,1999.0411,368.05,367.99,367.82,367.74,368.05,367.99, MLO
1999,2,36206,1999.126,368.77,368.04,368.6,367.86,368.77,368.04, MLO
1999,3,36234,1999.2027,369.49,368.05,369.41,367.95,369.49,368.05, MLO
1999,4,36265,1999.2877,371.04,368.44,370.64,368.03,371.04,368.44, MLO
1999,5,36295,1999.3699,370.9,367.72,371.28,368.1,370.9,367.72, MLO
1999,6,36326,1999.4548,370.25,367.83,370.57,368.17,370.25,367.83, MLO
1999,7,36356,1999.537,369.17,368.41,368.96,368.24,369.17,368.41, MLO
1999,8,36387,1999.6219,366.83,368.29,366.81,368.31,366.83,368.29, MLO
1999,9,36418,1999.7068,364.54,367.82,365.08,368.38,364.54,367.82, MLO
1999,10,36448,1999.789,365.04,368.42,365.09,368.46,365.04,368.42, MLO
1999,11,36479,1999.874,366.58,368.7,366.45,368.55,366.58,368.7, MLO
1999,12,36509,1999.9562,367.92,368.78,367.79,368.63,367.92,368.78, MLO
2000,1,36540,2000.041,369.05,368.99,368.8,368.73,369.05,368.99, MLO
2000,2,36571,2000.1257,369.37,368.64,369.56,368.82,369.37,368.64, MLO
2000,3,36600,2000.2049,370.42,368.95,370.41,368.92,370.42,368.95, MLO
2000,4,36631,2000.2896,371.57,368.94,371.67,369.03,371.57,368.94, MLO
2000,5,36661,2000.3716,371.74,368.55,372.33,369.15,371.74,368.55, MLO
2000,6,36692,2000.4563,371.6,369.2,371.66,369.28,371.6,369.2, MLO
2000,7,36722,2000.5383,370.02,369.3,370.1,369.41,370.02,369.3, MLO
2000,8,36753,2000.623,368.03,369.52,368.02,369.55,368.03,369.52, MLO
2000,9,36784,2000.7077,366.53,369.83,366.38,369.7,366.53,369.83, MLO
2000,10,36814,2000.7896,366.64,370.03,366.46,369.84,366.64,370.03, MLO
2000,11,36845,2000.8743,368.2,370.32,367.88,369.98,368.2,370.32, MLO
2000,12,36875,2000.9563,369.44,370.3,369.26,370.11,369.44,370.3, MLO
2001,1,36906,2001.0411,370.2,370.13,370.31,370.24,370.2,370.13, MLO
2001,2,36937,2001.126,371.42,370.68,371.11,370.36,371.42,370.68, MLO
2001,3,36965,2001.2027,372.04,370.59,371.94,370.47,372.04,370.59, MLO
2001,4,36996,2001.2877,372.78,370.17,373.22,370.59,372.78,370.17, MLO
2001,5,37026,2001.3699,373.94,370.74,373.91,370.71,373.94,370.74, MLO
2001,6,37057,2001.4548,373.23,370.8,373.25,370.84,373.23,370.8, MLO
2001,7,37087,2001.537,371.54,370.78,371.7,370.97,371.54,370.78, MLO
2001,8,37118,2001.6219,369.47,370.94,369.61,371.12,369.47,370.94, MLO
2001,9,37149,2001.7068,367.88,371.18,367.95,371.27,367.88,371.18, MLO
2001,10,37179,2001.789,368.02,371.42,368.04,371.43,368.02,371.42, MLO
2001,11,37210,2001.874,369.6,371.73,369.48,371.59,369.6,371.73, MLO
2001,12,37240,2001.9562,371.15,372.02,370.9,371.75,371.15,372.02, MLO
2002,1,37271,2002.0411,372.36,372.29,372,371.92,372.36,372.29, MLO
2002,2,37302,2002.126,373,372.27,372.84,372.1,373,372.27, MLO
2002,3,37330,2002.2027,373.44,371.98,373.73,372.26,373.44,371.98, MLO
2002,4,37361,2002.2877,374.77,372.16,375.08,372.45,374.77,372.16, MLO
2002,5,37391,2002.3699,375.48,372.27,375.85,372.64,375.48,372.27, MLO
2002,6,37422,2002.4548,375.34,372.89,375.27,372.85,375.34,372.89, MLO
2002,7,37452,2002.537,373.95,373.19,373.79,373.06,373.95,373.19, MLO
2002,8,37483,2002.6219,371.41,372.88,371.78,373.29,371.41,372.88, MLO
2002,9,37514,2002.7068,370.63,373.94,370.2,373.52,370.63,373.94, MLO
2002,10,37544,2002.789,370.18,373.59,370.35,373.75,370.18,373.59, MLO
2002,11,37575,2002.874,372.01,374.15,371.87,373.98,372.01,374.15, MLO
2002,12,37605,2002.9562,373.71,374.58,373.35,374.21,373.71,374.58, MLO
2003,1,37636,2003.0411,374.61,374.55,374.51,374.43,374.61,374.55, MLO
2003,2,37667,2003.126,375.55,374.81,375.4,374.65,375.55,374.81, MLO
2003,3,37695,2003.2027,376.04,374.58,376.32,374.85,376.04,374.58, MLO
2003,4,37726,2003.2877,377.58,374.95,377.7,375.06,377.58,374.95, MLO
2003,5,37756,2003.3699,378.28,375.06,378.48,375.26,378.28,375.06, MLO
2003,6,37787,2003.4548,378.07,375.62,377.89,375.47,378.07,375.62, MLO
2003,7,37817,2003.537,376.54,375.78,376.39,375.66,376.54,375.78, MLO
2003,8,37848,2003.6219,374.42,375.9,374.33,375.85,374.42,375.9, MLO
2003,9,37879,2003.7068,372.92,376.24,372.7,376.03,372.92,376.24, MLO
2003,10,37909,2003.789,372.94,376.36,372.79,376.2,372.94,376.36, MLO
2003,11,37940,2003.874,374.29,376.43,374.24,376.36,374.29,376.43, MLO
2003,12,37970,2003.9562,375.63,376.5,375.65,376.5,375.63,376.5, MLO
2004,1,38001,2004.041,376.73,376.66,376.72,376.64,376.73,376.66, MLO
2004,2,38032,2004.1257,377.31,376.57,377.53,376.78,377.31,376.57, MLO
2004,3,38061,2004.2049,378.33,376.85,378.4,376.9,378.33,376.85, MLO
2004,4,38092,2004.2896,380.44,377.78,379.69,377.02,380.44,377.78, MLO
2004,5,38122,2004.3716,380.56,377.33,380.36,377.13,380.56,377.33, MLO
2004,6,38153,2004.4563,379.49,377.06,379.66,377.25,379.49,377.06, MLO
2004,7,38183,2004.5383,377.71,376.97,378.07,377.38,377.71,376.97, MLO
2004,8,38214,2004.623,375.77,377.28,375.96,377.51,375.77,377.28, MLO
2004,9,38245,2004.7077,373.99,377.33,374.31,377.66,373.99,377.33, MLO
2004,10,38275,2004.7896,374.17,377.6,374.41,377.83,374.17,377.6, MLO
2004,11,38306,2004.8743,375.79,377.94,375.89,378.01,375.79,377.94, MLO
2004,12,38336,2004.9563,377.39,378.27,377.34,378.2,377.39,378.27, MLO
2005,1,38367,2005.0411,378.29,378.22,378.48,378.4,378.29,378.22, MLO
2005,2,38398,2005.126,379.56,378.81,379.37,378.62,379.56,378.81, MLO
2005,3,38426,2005.2027,380.07,378.6,380.3,378.81,380.07,378.6, MLO
2005,4,38457,2005.2877,382.01,379.38,381.69,379.04,382.01,379.38, MLO
2005,5,38487,2005.3699,382.21,378.97,382.49,379.25,382.21,378.97, MLO
2005,6,38518,2005.4548,382.05,379.59,381.91,379.47,382.05,379.59, MLO
2005,7,38548,2005.537,380.63,379.87,380.42,379.68,380.63,379.87, MLO
2005,8,38579,2005.6219,378.63,380.12,378.37,379.9,378.63,380.12, MLO
2005,9,38610,2005.7068,376.39,379.72,376.75,380.11,376.39,379.72, MLO
2005,10,38640,2005.789,376.77,380.21,376.88,380.31,376.77,380.21, MLO
2005,11,38671,2005.874,378.27,380.43,378.37,380.5,378.27,380.43, MLO
2005,12,38701,2005.9562,379.93,380.8,379.83,380.69,379.93,380.8, MLO
2006,1,38732,2006.0411,381.33,381.27,380.95,380.87,381.33,381.27, MLO
2006,2,38763,2006.126,381.98,381.24,381.8,381.05,381.98,381.24, MLO
2006,3,38791,2006.2027,382.53,381.06,382.68,381.2,382.53,381.06, MLO
2006,4,38822,2006.2877,384.33,381.69,384.02,381.35,384.33,381.69, MLO
2006,5,38852,2006.3699,384.89,381.65,384.74,381.5,384.89,381.65, MLO
2006,6,38883,2006.4548,384,381.53,384.09,381.65,384,381.53, MLO
2006,7,38913,2006.537,382.25,381.48,382.52,381.79,382.25,381.48, MLO
2006,8,38944,2006.6219,380.44,381.93,380.41,381.94,380.44,381.93, MLO
2006,9,38975,2006.7068,378.77,382.11,378.72,382.09,378.77,382.11, MLO
2006,10,39005,2006.789,379.03,382.48,378.8,382.23,379.03,382.48, MLO
2006,11,39036,2006.874,380.11,382.27,380.25,382.38,380.11,382.27, MLO
2006,12,39066,2006.9562,381.63,382.51,381.66,382.53,381.63,382.51, MLO
2007,1,39097,2007.0411,382.55,382.49,382.76,382.68,382.55,382.49, MLO
2007,2,39128,2007.126,383.68,382.94,383.59,382.84,383.68,382.94, MLO
2007,3,39156,2007.2027,384.31,382.83,384.47,382.98,384.31,382.83, MLO
2007,4,39187,2007.2877,386.2,383.55,385.81,383.14,386.2,383.55, MLO
2007,5,39217,2007.3699,386.38,383.13,386.55,383.3,386.38,383.13, MLO
2007,6,39248,2007.4548,385.85,383.37,385.91,383.46,385.85,383.37, MLO
2007,7,39278,2007.537,384.42,383.65,384.35,383.61,384.42,383.65, MLO
2007,8,39309,2007.6219,381.81,383.31,382.25,383.78,381.81,383.31, MLO
2007,9,39340,2007.7068,380.83,384.19,380.57,383.94,380.83,384.19, MLO
2007,10,39370,2007.789,380.83,384.29,380.65,384.1,380.83,384.29, MLO
2007,11,39401,2007.874,382.32,384.49,382.11,384.25,382.32,384.49, MLO
2007,12,39431,2007.9562,383.58,384.46,383.54,384.4,383.58,384.46, MLO
2008,1,39462,2008.041,385.04,384.98,384.62,384.55,385.04,384.98, MLO
2008,2,39493,2008.1257,385.81,385.06,385.45,384.7,385.81,385.06, MLO
2008,3,39522,2008.2049,385.8,384.3,386.36,384.83,385.8,384.3, MLO
2008,4,39553,2008.2896,386.74,384.05,387.69,384.99,386.74,384.05, MLO
2008,5,39583,2008.3716,388.48,385.22,388.41,385.15,388.48,385.22, MLO
2008,6,39614,2008.4563,388.02,385.57,387.75,385.31,388.02,385.57, MLO
2008,7,39644,2008.5383,386.22,385.48,386.18,385.48,386.22,385.48, MLO
2008,8,39675,2008.623,384.05,385.58,384.08,385.65,384.05,385.58, MLO
2008,9,39706,2008.7077,383.05,386.43,382.42,385.81,383.05,386.43, MLO
2008,10,39736,2008.7896,382.75,386.21,382.52,385.97,382.75,386.21, MLO
2008,11,39767,2008.8743,383.98,386.15,383.99,386.13,383.98,386.15, MLO
2008,12,39797,2008.9563,385.08,385.97,385.41,386.28,385.08,385.97, MLO
2009,1,39828,2009.0411,386.63,386.56,386.51,386.44,386.63,386.56, MLO
2009,2,39859,2009.126,387.1,386.35,387.36,386.6,387.1,386.35, MLO
2009,3,39887,2009.2027,388.5,387.02,388.24,386.74,388.5,387.02, MLO
2009,4,39918,2009.2877,389.54,386.88,389.6,386.91,389.54,386.88, MLO
2009,5,39948,2009.3699,390.15,386.88,390.35,387.08,390.15,386.88, MLO
2009,6,39979,2009.4548,389.6,387.11,389.73,387.27,389.6,387.11, MLO
2009,7,40009,2009.537,388.05,387.28,388.19,387.45,388.05,387.28, MLO
2009,8,40040,2009.6219,386.06,387.57,386.11,387.66,386.06,387.57, MLO
2009,9,40071,2009.7068,384.64,388.01,384.48,387.87,384.64,388.01, MLO
2009,10,40101,2009.789,384.32,387.8,384.62,388.08,384.32,387.8, MLO
2009,11,40132,2009.874,386.05,388.23,386.15,388.3,386.05,388.23, MLO
2009,12,40162,2009.9562,387.48,388.37,387.66,388.53,387.48,388.37, MLO
2010,1,40193,2010.0411,388.55,388.49,388.83,388.76,388.55,388.49, MLO
2010,2,40224,2010.126,390.08,389.33,389.75,388.98,390.08,389.33, MLO
2010,3,40252,2010.2027,391.02,389.54,390.69,389.18,391.02,389.54, MLO
2010,4,40283,2010.2877,392.39,389.71,392.08,389.39,392.39,389.71, MLO
2010,5,40313,2010.3699,393.24,389.96,392.86,389.59,393.24,389.96, MLO
2010,6,40344,2010.4548,392.26,389.76,392.25,389.77,392.26,389.76, MLO
2010,7,40374,2010.537,390.35,389.57,390.69,389.95,390.35,389.57, MLO
2010,8,40405,2010.6219,388.53,390.04,388.58,390.12,388.53,390.04, MLO
2010,9,40436,2010.7068,386.85,390.23,386.89,390.29,386.85,390.23, MLO
2010,10,40466,2010.789,387.18,390.67,386.97,390.44,387.18,390.67, MLO
2010,11,40497,2010.874,388.69,390.88,388.44,390.59,388.69,390.88, MLO
2010,12,40527,2010.9562,389.83,390.72,389.86,390.73,389.83,390.72, MLO
2011,1,40558,2011.0411,391.33,391.26,390.95,390.87,391.33,391.26, MLO
2011,2,40589,2011.126,391.96,391.21,391.77,391.01,391.96,391.21, MLO
2011,3,40617,2011.2027,392.49,391,392.63,391.13,392.49,391, MLO
2011,4,40648,2011.2877,393.4,390.72,393.96,391.27,393.4,390.72, MLO
2011,5,40678,2011.3699,394.33,391.04,394.7,391.41,394.33,391.04, MLO
2011,6,40709,2011.4548,393.75,391.24,394.05,391.57,393.75,391.24, MLO
2011,7,40739,2011.537,392.64,391.87,392.48,391.74,392.64,391.87, MLO
2011,8,40770,2011.6219,390.25,391.76,390.36,391.91,390.25,391.76, MLO
2011,9,40801,2011.7068,389.05,392.44,388.69,392.09,389.05,392.44, MLO
2011,10,40831,2011.789,388.98,392.48,388.79,392.27,388.98,392.48, MLO
2011,11,40862,2011.874,390.3,392.49,390.29,392.46,390.3,392.49, MLO
2011,12,40892,2011.9562,391.86,392.75,391.77,392.64,391.86,392.75, MLO
2012,1,40923,2012.041,393.13,393.07,392.91,392.83,393.13,393.07, MLO
2012,2,40954,2012.1257,393.42,392.66,393.79,393.02,393.42,392.66, MLO
2012,3,40983,2012.2049,394.43,392.91,394.75,393.21,394.43,392.91, MLO
2012,4,41014,2012.2896,396.51,393.79,396.14,393.41,396.51,393.79, MLO
2012,5,41044,2012.3716,396.96,393.66,396.91,393.62,396.96,393.66, MLO
2012,6,41075,2012.4563,395.97,393.49,396.3,393.84,395.97,393.49, MLO
2012,7,41105,2012.5383,394.6,393.86,394.77,394.06,394.6,393.86, MLO
2012,8,41136,2012.623,392.61,394.15,392.71,394.29,392.61,394.15, MLO
2012,9,41167,2012.7077,391.2,394.61,391.11,394.53,391.2,394.61, MLO
2012,10,41197,2012.7896,391.09,394.59,391.28,394.77,391.09,394.59, MLO
2012,11,41228,2012.8743,393.03,395.21,392.85,395.01,393.03,395.21, MLO
2012,12,41258,2012.9563,394.42,395.31,394.37,395.24,394.42,395.31, MLO
2013,1,41289,2013.0411,395.69,395.63,395.56,395.48,395.69,395.63, MLO
2013,2,41320,2013.126,396.94,396.18,396.48,395.71,396.94,396.18, MLO
2013,3,41348,2013.2027,397.36,395.86,397.42,395.91,397.36,395.86, MLO
2013,4,41379,2013.2877,398.44,395.75,398.83,396.12,398.44,395.75, MLO
2013,5,41409,2013.3699,400.06,396.76,399.63,396.32,400.06,396.76, MLO
2013,6,41440,2013.4548,398.96,396.44,399.02,396.52,398.96,396.44, MLO
2013,7,41470,2013.537,397.45,396.67,397.46,396.71,397.45,396.67, MLO
2013,8,41501,2013.6219,395.48,397,395.35,396.91,395.48,397, MLO
2013,9,41532,2013.7068,393.47,396.88,393.67,397.09,393.47,396.88, MLO
2013,10,41562,2013.789,393.77,397.29,393.77,397.27,393.77,397.29, MLO
2013,11,41593,2013.874,395.27,397.47,395.28,397.45,395.27,397.47, MLO
2013,12,41623,2013.9562,396.9,397.8,396.75,397.63,396.9,397.8, MLO
2014,1,41654,2014.0411,398.01,397.94,397.88,397.8,398.01,397.94, MLO
2014,2,41685,2014.126,398.18,397.42,398.75,397.97,398.18,397.42, MLO
2014,3,41713,2014.2027,399.56,398.06,399.65,398.13,399.56,398.06, MLO
2014,4,41744,2014.2877,401.43,398.73,401.02,398.3,401.43,398.73, MLO
2014,5,41774,2014.3699,401.98,398.67,401.77,398.45,401.98,398.67, MLO
2014,6,41805,2014.4548,401.41,398.89,401.11,398.61,401.41,398.89, MLO
2014,7,41835,2014.537,399.17,398.38,399.52,398.77,399.17,398.38, MLO
2014,8,41866,2014.6219,397.3,398.82,397.37,398.93,397.3,398.82, MLO
2014,9,41897,2014.7068,395.49,398.9,395.65,399.09,395.49,398.9, MLO
2014,10,41927,2014.789,395.74,399.26,395.74,399.25,395.74,399.26, MLO
2014,11,41958,2014.874,397.32,399.52,397.24,399.42,397.32,399.52, MLO
2014,12,41988,2014.9562,398.89,399.79,398.7,399.58,398.89,399.79, MLO
2015,1,42019,2015.0411,399.94,399.88,399.83,399.76,399.94,399.88, MLO
2015,2,42050,2015.126,400.4,399.63,400.71,399.94,400.4,399.63, MLO
2015,3,42078,2015.2027,401.6,400.09,401.63,400.1,401.6,400.09, MLO
2015,4,42109,2015.2877,403.52,400.82,403.03,400.3,403.52,400.82, MLO
2015,5,42139,2015.3699,404.03,400.71,403.82,400.5,404.03,400.71, MLO
2015,6,42170,2015.4548,402.81,400.28,403.22,400.72,402.81,400.28, MLO
2015,7,42200,2015.537,401.54,400.75,401.7,400.95,401.54,400.75, MLO
2015,8,42231,2015.6219,398.93,400.45,399.64,401.21,398.93,400.45, MLO
2015,9,42262,2015.7068,397.43,400.86,398.05,401.49,397.43,400.86, MLO
2015,10,42292,2015.789,398.22,401.75,398.27,401.79,398.22,401.75, MLO
2015,11,42323,2015.874,400.17,402.38,399.91,402.1,400.17,402.38, MLO
2015,12,42353,2015.9562,401.82,402.72,401.53,402.41,401.82,402.72, MLO
2016,1,42384,2016.041,402.57,402.5,402.8,402.72,402.57,402.5, MLO
2016,2,42415,2016.1257,404.1,403.33,403.81,403.03,404.1,403.33, MLO
2016,3,42444,2016.2049,404.79,403.26,404.87,403.31,404.79,403.26, MLO
2016,4,42475,2016.2896,407.48,404.74,406.35,403.59,407.48,404.74, MLO
2016,5,42505,2016.3716,407.6,404.26,407.17,403.84,407.6,404.26, MLO
2016,6,42536,2016.4563,406.94,404.44,406.57,404.08,406.94,404.44, MLO
2016,7,42566,2016.5383,404.43,403.68,405.02,404.3,404.43,403.68, MLO
2016,8,42597,2016.623,402.16,403.72,402.93,404.53,402.16,403.72, MLO
2016,9,42628,2016.7077,400.94,404.39,401.28,404.75,400.94,404.39, MLO
2016,10,42658,2016.7896,401.43,404.97,401.43,404.96,401.43,404.97, MLO
2016,11,42689,2016.8743,403.57,405.78,402.98,405.17,403.57,405.78, MLO
2016,12,42719,2016.9563,404.49,405.39,404.48,405.36,404.49,405.39, MLO
2017,1,42750,2017.0411,406,405.93,405.63,405.55,406,405.93, MLO
2017,2,42781,2017.126,406.57,405.8,406.51,405.74,406.57,405.8, MLO
2017,3,42809,2017.2027,406.99,405.48,407.43,405.9,406.99,405.48, MLO
2017,4,42840,2017.2877,408.88,406.16,408.81,406.07,408.88,406.16, MLO
2017,5,42870,2017.3699,409.84,406.5,409.57,406.23,409.84,406.5, MLO
2017,6,42901,2017.4548,409.04,406.5,408.91,406.39,409.04,406.5, MLO
2017,7,42931,2017.537,407.14,406.35,407.3,406.54,407.14,406.35, MLO
2017,8,42962,2017.6219,405.19,406.73,405.12,406.7,405.19,406.73, MLO
2017,9,42993,2017.7068,403.2,406.65,403.39,406.85,403.2,406.65, MLO
2017,10,43023,2017.789,403.56,407.12,403.47,407,403.56,407.12, MLO
2017,11,43054,2017.874,405.1,407.32,404.96,407.16,405.1,407.32, MLO
2017,12,43084,2017.9562,406.68,407.58,406.42,407.31,406.68,407.58, MLO
2018,1,43115,2018.0411,407.98,407.91,407.54,407.47,407.98,407.91, MLO
2018,2,43146,2018.126,408.35,407.58,408.41,407.63,408.35,407.58, MLO
2018,3,43174,2018.2027,409.21,407.69,409.31,407.78,409.21,407.69, MLO
2018,4,43205,2018.2877,410.23,407.5,410.71,407.96,410.23,407.5, MLO
2018,5,43235,2018.3699,411.23,407.88,411.5,408.15,411.23,407.88, MLO
2018,6,43266,2018.4548,410.81,408.26,410.89,408.37,410.81,408.26, MLO
2018,7,43296,2018.537,408.83,408.04,409.35,408.6,408.83,408.04, MLO
2018,8,43327,2018.6219,407.02,408.56,407.27,408.85,407.02,408.56, MLO
2018,9,43358,2018.7068,405.53,408.99,405.64,409.12,405.53,408.99, MLO
2018,10,43388,2018.789,405.93,409.49,405.83,409.38,405.93,409.49, MLO
2018,11,43419,2018.874,408.05,410.28,407.45,409.65,408.05,410.28, MLO
2018,12,43449,2018.9562,409.16,410.07,409.02,409.91,409.16,410.07, MLO
2019,1,43480,2019.0411,410.85,410.79,410.24,410.17,410.85,410.79, MLO
2019,2,43511,2019.126,411.58,410.81,411.19,410.41,411.58,410.81, MLO
2019,3,43539,2019.2027,411.9,410.38,412.17,410.63,411.9,410.38, MLO
2019,4,43570,2019.2877,413.46,410.73,413.61,410.85,413.46,410.73, MLO
2019,5,43600,2019.3699,414.75,411.4,414.43,411.07,414.75,411.4, MLO
2019,6,43631,2019.4548,413.89,411.34,413.82,411.29,413.89,411.34, MLO
2019,7,43661,2019.537,411.79,411,412.27,411.51,411.79,411, MLO
2019,8,43692,2019.6219,410.02,411.57,410.15,411.73,410.02,411.57, MLO
2019,9,43723,2019.7068,408.48,411.94,408.47,411.95,408.48,411.94, MLO
2019,10,43753,2019.789,408.4,411.97,408.61,412.17,408.4,411.97, MLO
2019,11,43784,2019.874,410.16,412.39,410.18,412.39,410.16,412.39, MLO
2019,12,43814,2019.9562,411.81,412.72,411.71,412.6,411.81,412.72, MLO
2020,1,43845,2020.041,413.32,413.25,412.9,412.82,413.32,413.25, MLO
2020,2,43876,2020.1257,414.04,413.27,413.81,413.03,414.04,413.27, MLO
2020,3,43905,2020.2049,414.44,412.89,414.8,413.22,414.44,412.89, MLO
2020,4,43936,2020.2896,416.11,413.34,416.22,413.43,416.11,413.34, MLO
2020,5,43966,2020.3716,417.16,413.79,416.99,413.62,417.16,413.79, MLO
2020,6,43997,2020.4563,416.29,413.76,416.34,413.83,416.29,413.76, MLO
2020,7,44027,2020.5383,414.43,413.66,414.75,414.02,414.43,413.66, MLO
2020,8,44058,2020.623,412.52,414.1,412.6,414.22,412.52,414.1, MLO
2020,9,44089,2020.7077,411.17,414.65,410.92,414.42,411.17,414.65, MLO
2020,10,44119,2020.7896,411.12,414.7,411.05,414.61,411.12,414.7, MLO
2020,11,44150,2020.8743,412.89,415.12,412.58,414.79,412.89,415.12, MLO
2020,12,44180,2020.9563,413.88,414.79,414.08,414.97,413.88,414.79, MLO
2021,1,44211,2021.0411,415.15,415.08,415.23,415.15,415.15,415.08, MLO
2021,2,44242,2021.126,416.47,415.69,416.11,415.33,416.47,415.69, MLO
2021,3,44270,2021.2027,417.1,415.57,417.03,415.48,417.1,415.57, MLO
2021,4,44301,2021.2877,418.26,415.51,418.42,415.65,418.26,415.51, MLO
2021,5,44331,2021.3699,418.95,415.57,419.2,415.82,418.95,415.57, MLO
2021,6,44362,2021.4548,418.7,416.13,418.54,416,418.7,416.13, MLO
2021,7,44392,2021.537,416.66,415.86,416.93,416.17,416.66,415.86, MLO
2021,8,44423,2021.6219,414.38,415.93,414.77,416.36,414.38,415.93, MLO
2021,9,44454,2021.7068,412.93,416.41,413.05,416.54,412.93,416.41, MLO
2021,10,44484,2021.789,413.52,417.11,413.15,416.73,413.52,417.11, MLO
2021,11,44515,2021.874,414.81,417.06,414.69,416.91,414.81,417.06, MLO
2021,12,44545,2021.9562,416.43,417.35,416.18,417.08,416.43,417.35, MLO
2022,1,44576,2022.0411,418.01,417.94,417.32,417.24,418.01,417.94, MLO
2022,2,44607,2022.126,418.99,418.21,418.19,417.4,418.99,418.21, MLO
2022,3,44635,2022.2027,418.45,416.91,419.08,417.53,418.45,416.91, MLO
2022,4,44666,2022.2877,420.01,417.25,420.46,417.68,420.01,417.25, MLO
2022,5,44696,2022.3699,420.78,417.39,421.22,417.83,420.78,417.39, MLO
2022,6,44727,2022.4548,420.68,418.11,420.55,418,420.68,418.11, MLO
2022,7,44757,2022.537,418.71,417.91,418.94,418.17,418.71,417.91, MLO
2022,8,44788,2022.6219,416.75,418.3,416.76,418.35,416.75,418.3, MLO
2022,9,44819,2022.7068,415.42,418.91,415.04,418.55,415.42,418.91, MLO
2022,10,44849,2022.789,415.31,418.91,415.15,418.74,415.31,418.91, MLO
2022,11,44880,2022.874,417.03,419.28,416.71,418.94,417.03,419.28, MLO
2022,12,44910,2022.9562,418.46,419.38,418.24,419.14,418.46,419.38, MKO
2023,1,44941,2023.0411,419.13,419.06,419.44,419.36,419.13,419.06, MKO
2023,2,44972,2023.126,420.33,419.56,420.39,419.6,420.33,419.56, MKO
2023,3,45000,2023.2027,420.51,418.97,421.38,419.82,420.51,418.97, MLO
2023,4,45031,2023.2877,422.73,419.97,422.87,420.09,422.73,419.97, MLO
2023,5,45061,2023.3699,423.78,420.38,423.75,420.36,423.78,420.38, MLO
2023,6,45092,2023.4548,423.39,420.81,423.21,420.65,423.39,420.81, MLO
2023,7,45122,2023.537,421.62,420.82,421.71,420.94,421.62,420.82, MLO
2023,8,45153,2023.6219,419.56,421.12,419.65,421.25,419.56,421.12, MLO
2023,9,45184,2023.7068,418.06,421.56,418.04,421.56,418.06,421.56, MLO
2023,10,45214,2023.789,418.41,422.01,418.27,421.86,418.41,422.01, MLO
2023,11,45245,2023.874,420.11,422.37,419.94,422.17,420.11,422.37, MLO
2023,12,45275,2023.9562,421.65,422.57,421.56,422.46,421.65,422.57, MLO
2024,1,45306,2024.041,422.62,422.55,422.84,422.76,422.62,422.55, MLO
2024,2,45337,2024.1257,424.34,423.56,423.84,423.05,424.34,423.56, MLO
2024,3,45366,2024.2049,425.22,423.65,424.91,423.32,425.22,423.65, MLO
2024,4,45397,2024.2896,426.3,423.5,426.43,423.61,426.3,423.5, MLO
2024,5,45427,2024.3716,426.7,423.3,427.28,423.88,426.7,423.3, MLO
2024,6,45458,2024.4563,426.62,424.06,426.71,424.17,426.62,424.06, MLO
2024,7,45488,2024.5383,425.4,424.63,425.19,424.46,425.4,424.63, MLO
2024,8,45519,2024.623,422.7,424.3,423.12,424.75,422.7,424.3, MLO
2024,9,45550,2024.7077,421.59,425.11,421.52,425.06,421.59,425.11, MLO
2024,10,45580,2024.7896,422.05,425.66,421.76,425.36,422.05,425.66, MLO
2024,11,45611,2024.8743,423.61,425.87,423.43,425.66,423.61,425.87, MLO
2024,12,45641,2024.9563,425,425.92,425.05,425.96,425,425.92, MLO
2025,1,45672,2025.0411,426.43,426.36,426.34,426.26,426.43,426.36, MLO

